,Unnamed: 0,Unnamed: 0.1,hmid,wid,reflection_period,original_hm,modified,num_sentence,ground_truth_category,predicted_category,match,sentence
586,10877,8624,36356.0,96.0,24h,"happy birthday, my love! I love you so very much! have a special day",True,3.0,,affection,0.0,"happy birthday, my love!"
579,44833,36535,64411.0,517.0,3m,The Dallas Mavericks won the last game of their season.,True,1.0,,achievement,0.0,The Dallas Mavericks won the last game of their season.
1347,30077,24980,52787.0,8133.0,24h,"One event that made me happy was being given the day off from work, I was able to sleep in and take many naps. This made me so happy because I had not slept well the previous days. ",True,2.0,,enjoy_the_moment,0.0,"One event that made me happy was being given the day off from work, I was able to sleep in and take many naps."
329,54710,44146,72055.0,3238.0,3m,"It was just another evening and I was busy doing some shopping and other stuff. My phone rang, it was my friend on the other side. I picked the call, ""which post have you got buddy!!"" Nervously, I told him ""Bhai mazak mat kar!!"" I mean I knew, it was all over fb pages and whatsapp groups that SSC-CGL 2014 is soon to be declared. But it was all rumor for weeks. ""Bhai sach bol raha hu. Check your name on the list"". Darn!! This seems real now. So I jumped on my motorcycle and broom zoom. 
Hundreds of thoughts was running in my mind. Hopes and despair at the same time. There are very few moments in anyone's life, which will defy all the known definitions of happiness or hope or despair. These emotions cannot be shared verbally or by any other mean of communication. Then you realize this is your moment, not meant to be shared with anyone. This is just for you and only for you. 
With all of this, I rushed to my room, hit the laptop on. As expected and adding to the anxiety, SSC site was down due to the heavy traffic. Till this time, my mom, dad and sister all surrounded me. I still remember the parent's expressions. They seems to say silently, ""Don't worry beta, everything gonna be alright"". Now that, the result pdf downloaded so ""Ctrl+F"" entered my roll number. Now the list was quite long (2400 pages). Second by second, my heart paces faster and faster. I can feel sweat on my palms. The blankness of any expression from my face. Eyelids stopped blinking. And then the magic happened. My moment of happiness arrived. Months of relentless ",True,31.0,,affection,13.0,"There are very few moments in anyone's life, which will defy all the known definitions of happiness or hope or despair."
1031,29410,24437,52243.0,1241.0,24h,Something that made me happy today was when my dog greeted me when I got home. ,True,1.0,,affection,0.0,Something that made me happy today was when my dog greeted me when I got home.
248,28230,23362,51161.0,2271.0,24h,Read a really fun story. ,True,1.0,,leisure,0.0,Read a really fun story.
1324,179594,86392,114536.0,60.0,24h,I got invited to a party this weekend that will allow me to see a lot of friends and hand out.,True,1.0,,bonding,0.0,I got invited to a party this weekend that will allow me to see a lot of friends and hand out.
736,183288,89820,117988.0,451.0,24h,"I had a good day at the gym, and lifted a lot.",True,1.0,exercise,exercise,0.0,"I had a good day at the gym, and lifted a lot."
108,132169,47461,75387.0,2308.0,3m,I love anytime I get to work at the school. I get to see lots of kids I know from doing summer camps. They always make me feel happy and feel loved.,True,3.0,,affection,1.0,I get to see lots of kids I know from doing summer camps.
868,40466,33236,61090.0,893.0,3m,"I can remember many happy events of my life and out of those, I would like to talk about the event that I can still remember vividly regarding my success in the board exam. The moment I heard that I had been awarded a scholarship based on my performance in the board exam, I became the happiest man in the world. This was indeed a very happy moment for me as it is something I was looking forward to achieving and the news made my parents quite happy and proud.",True,3.0,achievement,achievement,1.0,"The moment I heard that I had been awarded a scholarship based on my performance in the board exam, I became the happiest man in the world."
814,40407,33201,61055.0,11354.0,3m,"After spending several years as a student and missing out on many things with my family, my family was able to take a short vacation over spring break. We traveled to a cabin in a beautiful forest area and spent three nights on the river and hiking. ",True,2.0,,affection,0.0,"After spending several years as a student and missing out on many things with my family, my family was able to take a short vacation over spring break."
403,54515,44001,71910.0,12287.0,3m,Booking a trip to california for vacation.,True,1.0,,leisure,0.0,Booking a trip to california for vacation.
660,184757,90978,119153.0,851.0,24h,"The most happiest moment i still reckon when i came back from the first day of my school, i was so excited and happy 
to attend my classes and meet with new friends. when i return back to my home. i saw my dad were waiting for me 
with a glass of juice and that moment made me feel so special so i enjoyed a lot and felt the most happiest moment 
of my life. ",True,3.0,,enjoy_the_moment,1.0,when i return back to my home.
79,12573,9834,37571.0,110.0,24h,"I was really very happy that I havenat took the advantage of his mistake. Now, why Iaam happy because, I knew that Iam honest but sometime when you realise your honest self, itas a pleasure for you, itas a happiness for your soul and this happiness everyone should have in their life atleast once, in whatever way it comes.",False,2.0,enjoy_the_moment,enjoy_the_moment,1.0,"Now, why Iaam happy because, I knew that Iam honest but sometime when you realise your honest self, itas a pleasure for you, itas a happiness for your soul and this happiness everyone should have in their life at least once, in whatever way it comes."
69,181597,88232,116391.0,4801.0,24h,I spoke to an old friend on the phone and it was a joy hearing from him.  I haven't been able to talk to him for a few months and it was nice catching up.,True,2.0,bonding,bonding,0.0,I spoke to an old friend on the phone and it was a joy hearing from him.
469,155318,66202,94226.0,3899.0,3m,My Bluetooth headphones decided to start working after accidentally washing them. They stopped working right after I pulled them out of the dyer and I figured they had broke. Around 3 weeks later I decided to try them again and they turned on! They are still working without a problem!,True,4.0,,achievement,0.0,My Bluetooth headphones decided to start working after accidentally washing them.
337,39689,32746,60597.0,5840.0,3m,"I watched Through the Looking Glass last night, and I didn't particularly care for the movie, but I dang near cried at the end, it made me so happy, because they ended with these words:Dedicated to Our Friend Alan Rickman.My boyfriend made me soup, his own improvised recipe.",True,1.0,,bonding,0.0,"I watched Through the Looking Glass last night, and I didn't particularly care for the movie, but I dang near cried at the end, it made me so happy, because they ended with these words:Dedicated to Our Friend Alan Rickman."
70,49354,40049,67942.0,8498.0,3m,"I was upset that i had to get my cat fixed and I had been worried about her, I saw how much my boyfriend cared about her and that made me happy. One day he bought her chicken nuggets at McDonald's and cut them up for her to eat. It was cute and re-enforced he cares for her. ",True,3.0,,affection,0.0,"I was upset that i had to get my cat fixed and I had been worried about her, I saw how much my boyfriend cared about her and that made me happy."
1321,26332,21608,49396.0,144.0,24h,"I have done an internship in a company after that i went to an interview,i have faced so many rounds finally i got selected and i got a job at that time i felt very happy.",True,1.0,achievement,achievement,0.0,"I have done an internship in a company after that i went to an interview,i have faced so many rounds finally i got selected and i got a job at that time i felt very happy."
980,19403,15526,43295.0,11580.0,24h,"I made a recipe that I've tried several times before, but made some adjustments this time, and it came out much better than usual.",True,1.0,achievement,achievement,0.0,"I made a recipe that I've tried several times before, but made some adjustments this time, and it came out much better than usual."
302,43949,35897,63768.0,7186.0,3m,I have raised my grade in a college course that I thought would be impossible. This boosted my confidence and made me really proud of myself. ,True,2.0,,achievement,1.0,This boosted my confidence and made me really proud of myself.
5,167024,75973,104064.0,13644.0,3m,I went to visit a rescue puppy from a foster home that I was considering adopting. I have been happy for the last two days.,True,2.0,,affection,1.0,I have been happy for the last two days.
1310,180205,86987,115136.0,96.0,24h,"lucky to live in the country in New York on acres of land. A highlight of my trip was taking Ferg out for a hike in the woods with my cousin. I watched him sniff every possible thing in sight, while continuing to check in and make sure we were still with him.",True,3.0,nature,nature,0.0,lucky to live in the country in New York on acres of land.
1035,178140,85160,113296.0,248.0,24h,I finally convinced my wife that we should start saving more money from going out to eat and eating healthier at home!,True,1.0,,affection,0.0,I finally convinced my wife that we should start saving more money from going out to eat and eating healthier at home!
49,135051,49669,77602.0,235.0,3m,"I am in a long distance relationship with my girlfriend. I am working and she study in another city.
It was a day like any other last Sunday ( in fact worse than other weekdays with lots of workload), and my girlfriend gave me a surprise visit!!!
Sweetest thing she's ever done for me and it just really made my day!!!",True,5.0,,affection,0.0,I am in a long distance relationship with my girlfriend.
330,195620,99898,128124.0,7355.0,24h,I had ordered a dress online about a week ago and it finally came in. I was excited but scared because I've been losing weight recently and was unsure of my new size. I ordered a size smaller than usual and to my surprise it fit! Perfectly! I keep trying on the dress and twirling in it because its so exciting! ,True,5.0,,achievement,2.0,I ordered a size smaller than usual and to my surprise it fit!
955,173793,81417,109530.0,1138.0,24h,My daughter brought home her report card for the end of 6th grade with all A's the entire year!,True,1.0,,affection,0.0,My daughter brought home her report card for the end of 6th grade with all A's the entire year!
599,133256,48219,76150.0,394.0,3m,We got a new co worker at work three weeks ago and he is much more enjoyable to be around then the last person at his position. ,True,1.0,,bonding,0.0,We got a new co worker at work three weeks ago and he is much more enjoyable to be around then the last person at his position.
911,167746,76556,104651.0,849.0,3m,"On reaching my home on that day, My relatives talk to me and they blessed my brother. They were very proud of my brother. On that time, i felt so blissfull.",False,3.0,,affection,2.0,"On that time, i felt so blissful."
586,10877,8624,36356.0,96.0,24h,"happy birthday, my love! I love you so very much! have a special day",True,3.0,,affection,0.0,"happy birthday, my love!"
152,7982,6347,34067.0,185.0,24h,I played the new Zelda game on my brand new Nintendo Switch - the graphics are awesome!,True,1.0,,leisure,0.0,I played the new Zelda game on my brand new Nintendo Switch - the graphics are awesome!
236,177821,84914,113048.0,952.0,24h,"MY BLISSFUL MOMENTS COULD BE DIFFERENT FROM MINE. PERHAPS WHEN I COME HOME, I GET TO GREET THE PET I HAVE MISSED TERRIBLY THAT DAY.",True,2.0,,affection,0.0,MY BLISSFUL MOMENTS COULD BE DIFFERENT FROM MINE.
1182,22188,17969,45746.0,442.0,24h,I had a nice conversation with a random person in line at the grocery store.,True,1.0,,bonding,0.0,I had a nice conversation with a random person in line at the grocery store.
1486,46096,37477,65360.0,1028.0,3m,"Staying in touch with friends and family is one of the top five regrets of the dying 7. If you want more evidence that itas beneficial for you, Iave found some research that proves it can make you happier right now.As opposed to actually taking a holiday, it seems that planning a vacation or just a break from work can improve our happiness.",True,2.0,,achievement,1.0,"If you want more evidence that itas beneficial for you, Iave found some research that proves it can make you happier right now."
713,131773,47173,75097.0,612.0,3m,On 14th March 2017 my lovely sister delivered a beautiful male child.  This is her first child.  After delivery my sister and the new born baby are very safe and normal health.  No complication for both.  I felt very happy On that day when I heard the first cry of the new born baby in the hospital.  As my sister had delivered a male child I and my whole family felt happy. ,True,6.0,,affection,3.0, No complication for both.
586,10877,8624,36356.0,96.0,24h,"happy birthday, my love! I love you so very much! have a special day",True,3.0,,affection,0.0,"happy birthday, my love!"
1206,5935,4826,32535.0,3209.0,24h,I am so incredibly happy about the news that I got this morning from my friend regarding her mom!  They have been doing test after test and they have found the problem now and are moving forward.  There will be some tough times ahead but I am so happy they figured it out.  When I saw her at the hospital today she looked so great!,True,4.0,,bonding,0.0,I am so incredibly happy about the news that I got this morning from my friend regarding her mom!
505,193607,98414,126631.0,10410.0,24h,I ate a delicious dinner.,True,1.0,,enjoy_the_moment,0.0,I ate a delicious dinner.
1006,141196,54635,82587.0,759.0,3m,Having a really good lunch with a friend.,True,1.0,,bonding,0.0,Having a really good lunch with a friend.
683,191158,96337,124542.0,11720.0,24h,"One event that made me happy in the last 24 hours was that I rescued a kitten, even though i dislike cats, and am now nursing him back to health with bottle feeding and warmth.  ",True,1.0,,affection,0.0,"One event that made me happy in the last 24 hours was that I rescued a kitten, even though i dislike cats, and am now nursing him back to health with bottle feeding and warmth."
1259,175808,83104,111228.0,4772.0,24h,I got coffee with a friend and then we cuddled while watching a movie and it was very sweet.,True,1.0,,bonding,0.0,I got coffee with a friend and then we cuddled while watching a movie and it was very sweet.
658,19220,15368,43137.0,1679.0,24h,Getting to be outside in the sun for the first time in a while.,True,1.0,,nature,0.0,Getting to be outside in the sun for the first time in a while.
804,16534,13138,40890.0,1735.0,24h,My boyfriend returned home from a month-long work trip.,True,1.0,,affection,0.0,My boyfriend returned home from a month-long work trip.
593,12423,9732,37469.0,5738.0,24h,"My coworkers surprised me with a cake for my birthday yesterday.  They had the cake in our staff lounge when I got to work in the morning, and everyone was able to have a piece of it when they were taking their lunch break.  It made me really happy that they remembered my birthday.",True,3.0,,bonding,1.0," They had the cake in our staff lounge when I got to work in the morning, and everyone was able to have a piece of it when they were taking their lunch break."
290,173192,80906,109017.0,1990.0,3m,My friend cooked a fantastic housewarming dinner for me.,True,1.0,,bonding,0.0,My friend cooked a fantastic housewarming dinner for me.
1428,192796,97675,125886.0,3528.0,24h,While driving to work my absolute favorite song of all time (currently) came on the radio. I was feeling kinda down but it picked me right back up instantly.,True,2.0,,enjoy_the_moment,0.0,While driving to work my absolute favorite song of all time (currently) came on the radio.
365,167141,76068,104159.0,1586.0,3m,I went fishing during opening day on the Beaverhead yesterday and caught a lot of fish.,True,1.0,,leisure,0.0,I went fishing during opening day on the Beaverhead yesterday and caught a lot of fish.
593,12423,9732,37469.0,5738.0,24h,"My coworkers surprised me with a cake for my birthday yesterday.  They had the cake in our staff lounge when I got to work in the morning, and everyone was able to have a piece of it when they were taking their lunch break.  It made me really happy that they remembered my birthday.",True,3.0,,bonding,1.0," They had the cake in our staff lounge when I got to work in the morning, and everyone was able to have a piece of it when they were taking their lunch break."
611,166159,75316,103405.0,605.0,3m, I WENT TO COMPUTERCLASS.,False,1.0,,achievement,0.0, I WENT TO COMPUTER CLASS.
417,152604,64026,92031.0,900.0,3m,"The day i went to a temple meet my old friends. We are going to coffee shop and remaining the memorable college days. 
We are very happy and enjoyed the day.",True,3.0,,bonding,1.0,We are going to coffee shop and remaining the memorable college days.
1249,194238,98939,127158.0,11479.0,24h,"I have a 10 month old that never sleeps.  She cries all night.  She's never satisfied with anything.  Last night, she slept through the night.  10 hours of sleep!!!",True,6.0,,affection,3.0," Last night, she slept through the night."
959,149292,61201,89188.0,2244.0,3m,"happy
Weare starting a new series on the Buffer blog today with great tips and insights from Joel, CEO here at Buffer. Joel will share his ideas and insights about lifehacking, building a business and working on company culture. Here is #1:
Today itas a little over three years since I first had the idea for Buffer, and with the year and a half before that which I worked on my previous startup, Iave started to notice a few patterns amongst the ups and downs that come with building a startup.
One of the most important things Iave learned during this time is that I perform the best when Iam happy. It really does change everything. If Iam happy then Iam more productive when hacking code, Iam better at answering support, and I find it easier to stay focused.
Iave found that there are a few key habits which, for me, act as great rituals for enabling me to be consistently happy. They also act as anchor activities to bring my happiness level back up quickly whenever I have a period where Iam not feeling 100%. So here are 6 of the things I do:
1. Wake up early
One of the things I love about running my own startup is that I have complete freedom to experiment with my daily routine.
Through experimentation, Iave found that waking up early every day makes me feel most invigorated and happy. It gives me a great start to the day, and this almost always leads to a great rest of the day. Over time, Iave found I crave that aearly morninga feeling, a time I can do some great work and be super focused. Gretchen Rubin from The Happiness Project mentioned something similar a recent article:
aI get up at 6:00 a.m. every day, even on weekends and vacation, because I love it.a
Waking up early every day requires discipline, especially about what time I sleep. Right now, I have a sleep ritual of disengaging from the day at 9:30pm and sleeping at 10pm. I now love all aspects of this ritual and with it in place I awake at 6am feeling fresh.
The power with your mornings is that you will have about 25,000 of them in your life, so thereas a lot of room to experiment.
2. Exercise daily
aWe found that people who are more physically active have more pleasant-activated feelings than people who are less activea a Amanda Hyde
In the last three years, Iave gone from dabbling with exercise to it becoming something I do every weekday without fail. At first I had no idea what to do at the gym, so I asked my brother, whoas a personal trainer. I then went a few times with a good friend and soon I was hooked.
Over time, I developed this into a daily ritual so strong that I feel a pull towards it, and by doing it consistently I feel fantastic and can more easily take on other challenges. I recently discovered that exercise is a keystone habit which paves the way for growth in all other areas. Iave also found that it helps me to get high quality sleep each night.
3. Have a habit of disengagement
aThe richest, happiest and most productive lives are characterized by the ability to fully engage in the challenge at hand, but also to disengage periodically and seek renewala a Loehr and Schwarz, The Power of Full Engagement
As I mentioned earlier, a key way I am able to wake up at 6am is through my ritual of disengaging in the evening. I go for a walk at 9:30pm, along a route which Iave done many times before. Since the route is already decided and is the same every time, I am simply walking and doing nothing else. This prompts reflection and relaxation.",False,29.0,achievement,achievement,21.0,"Exercise daily
aWe found that people who are more physically active have more pleasant-activated feelings than people who are less activea a Amanda Hyde
In the last three years, Iave gone from dabbling with exercise to it becoming something I do every weekday without fail."
795,50051,40598,68493.0,261.0,3m,"The offsite with colleagues was great fun. We had stimulating discussions.
",True,2.0,,bonding,0.0,The offsite with colleagues was great fun.
687,184168,90507,118681.0,7.0,24h,I made a huge batch of yakisoba last night.  It really reminded me of Okinawa and living there.  It brought back good memories.  ,True,3.0,,achievement,1.0, It really reminded me of Okinawa and living there.
277,25218,20616,48402.0,110.0,24h,"My happiest moment was when I gave birth to my son. After
nine long months of waiting to meet him, at last that day
came. I was just so happy, and its unexplainable!",True,3.0,affection,affection,0.0,My happiest moment was when I gave birth to my son.
47,12978,10176,37913.0,3348.0,24h,Getting a brand new video game this morning.,True,1.0,,leisure,0.0,Getting a brand new video game this morning.
683,191158,96337,124542.0,11720.0,24h,"One event that made me happy in the last 24 hours was that I rescued a kitten, even though i dislike cats, and am now nursing him back to health with bottle feeding and warmth.  ",True,1.0,,affection,0.0,"One event that made me happy in the last 24 hours was that I rescued a kitten, even though i dislike cats, and am now nursing him back to health with bottle feeding and warmth."
72,45365,36962,64843.0,3936.0,3m,The first nice weather day I took my Jeep out and was able to drive around with the roof and doors off.,True,1.0,,affection,0.0,The first nice weather day I took my Jeep out and was able to drive around with the roof and doors off.
775,182021,88659,116819.0,89.0,24h,I made it to class on time today. The trains were really horrible the last few days.,True,2.0,,achievement,0.0,I made it to class on time today.
134,47845,38865,66757.0,11026.0,3m,My favorite basketball team won a playoff game. They are playing a team they should not beat but they won the game in a thrilling manner.,True,2.0,enjoy_the_moment,achievement,0.0,My favorite basketball team won a playoff game.
257,194495,99159,127378.0,8824.0,24h,Taking my morning walk and having a cup of coffee from Starbucks.,True,1.0,leisure,leisure,0.0,Taking my morning walk and having a cup of coffee from Starbucks.
802,149974,61798,89790.0,455.0,3m,"I had heard many good things about Kerala from a lot of people and so when I decided to take a vacation with my family, Kerala turned out to be the perfect destination. Since everyone around me praised the place for itas beautiful scenery and the relaxation that it offered, I thought it would be an ideal destination for family bonding.
TravelTriangle was discovered via internet ad and I was attracted to their concept of connecting you with multiple travel agents for competitive quotes and itineraries. I chose Best Holidays India Pvt. Ltd. as my agent and was soon sorted when it came to booking a land package for my trip.
We reached Kochi at 2 PM and we were picked up from the Ernakulam railway station and taken to Munnar. On the way, we had our lunch and also saw a waterfall. We then went to the Elephant Park but, unfortunately, it was closed. So we checked into the hotel and relaxed for a while eventually retiring for the night.
We visited a number of places this day. First one was Rose garden and it was followed by a visit to the Mattupetty dam. Next was the Eravikulam National Park and the experience there was nice although we couldnat see any animals. The scenery and natural ambience there was amazing. Later, after coming back, we went for a massage and that was quite a relaxing experience.",True,14.0,,affection,14.0,"Later, after coming back, we went for a massage and that was quite a relaxing experience."
716,158839,69107,97158.0,40.0,3m,"One month before. I was think to plan the weekend plans but that time all of my friends came to me and said don't plan for anything, We have fixed all of plans. First we will go to movie then we will finish lunch at good hotel, then we will play cricket, finally we will go shopping then we will go second movie, so get ready for this. You shouldn't get escape. Because we have booked all of tickets with including you. So you should come. I smiled and agreed for this. I felt very happy and i'm so lucky to have these friends. Thank you my dear friends.",True,9.0,,bonding,1.0,"I was think to plan the weekend plans but that time all of my friends came to me and said don't plan for anything, We have fixed all of plans."
1456,187335,93097,121289.0,748.0,24h,"Early this morning, my cat crawled into bed with me and my boyfriend to cuddle. ",True,1.0,affection,affection,0.0,"Early this morning, my cat crawled into bed with me and my boyfriend to cuddle."
607,34196,28501,56333.0,6040.0,24h,"While driving my nieces to school yesterday afternoon the song ""Starving"" by Hailee Steinfeld came on the radio. That song is a guilty pleasure of mine and I secretly enjoy hearing it. When It came on over the speakers in my car my nieces in the backseat immediately started dancing and asked my to turn it up. My 5 year-old niece declared, ""I really love this song!"" It was fun to share that with my nieces and put a big smile on my face.",True,5.0,,affection,0.0,"While driving my nieces to school yesterday afternoon the song ""Starving"" by Hailee Steinfeld came on the radio."
300,2661,2306,29995.0,611.0,24h,I woke up on a Sunday next to my significant other after a week of insomnia.,True,1.0,,affection,0.0,I woke up on a Sunday next to my significant other after a week of insomnia.
365,167141,76068,104159.0,1586.0,3m,I went fishing during opening day on the Beaverhead yesterday and caught a lot of fish.,True,1.0,,leisure,0.0,I went fishing during opening day on the Beaverhead yesterday and caught a lot of fish.
1411,34948,29199,57033.0,455.0,24h,"A person meets many people in life but there are only some who leave a lasting impression in our minds.

There are people we can laugh with, cry with and depend on with utmost degree of faith. Friends make it easier for us to go through hardships and struggles in life. They provide a shoulder for us to cry on.

A very close friend of mine named Asha left the country when I was very young. She went away to the United States and thereafter I began to feel very lonely. She and I were inseparable in school. She was my partner in class and even in the evening she would come over to my house and we would spend most of our time playing together. Then her parents decided to settle down in the States and she left. I remember how much I cried when I went to leave her at the airport.

It was for a long time that I could not find any friends I could feel absolutely comfortable with. Most of my friends were a boring company. I began writing to Asha regularly. We exchanged letters every week and sometimes even called each other over the telephone. However, I always had the feeling of loss after she went away.

I wanted to meet her again and therefore asked my parents to arrange a trip for me go to the US. They found the idea ridiculous as they felt that it was too expensive to go abroad. My spirits had been quite low once my parents turned down my wish to go and visit my friend.

But they said that whenever we wished for something hard enough it materializes. And my prayers were answered when i got a call from Asha to say that her parents had decided to visit India to meet her relatives and that she would be accompanying them. My happiness knew no limits when I got this news. I eagerly awaited the day of her arrival.

I went to receive her at the airport and that was the happiest night of my life. We hugged each other and had so much to share. We talked the whole night and till the day she left we were inseparable again. Meeting an old friend after days of separation can be one of the most satisfying experiences of one's life.",True,26.0,,affection,7.0,She was my partner in class and even in the evening she would come over to my house and we would spend most of our time playing together.
1349,185714,91755,119936.0,1719.0,24h,i met my friends at a movie theater.,True,1.0,bonding,bonding,0.0,i met my friends at a movie theater.
1039,34220,28517,56349.0,10124.0,24h,"I have been doing some painting on canvases and whenever I finish a painting I post it on Facebook for my friends and family to see. Since I am just a beginner and I like my paintings, I think it is fun to show them to others. Yesterday, someone who is a friend asked me if I ever sold any of my paintings. I told her that since I was just a beginner and painting just for my own enjoyment that I had not considered selling any of them but if she was interested in a specific one to let me know. She then proceeded to tell me which painting she would like to buy, we agreed upon a price and she bought it! I was very happy! She even paid me through Facebook Messenger which I had not known that was an option until then.",True,7.0,,affection,4.0,"She then proceeded to tell me which painting she would like to buy, we agreed upon a price and she bought it!"
1103,159335,69501,97553.0,4680.0,3m,I have been on a diet for a few months and about two weeks ago I finally got down under 170.,True,1.0,,achievement,0.0,I have been on a diet for a few months and about two weeks ago I finally got down under 170.
769,140308,53895,81842.0,455.0,3m,"Last week, we were looking around for a diner in the weekend and stumbled upon a barbeque grill. We reserved the table and reached there on time. During our wait there, my son saw that the restaurant was presenting cake and a hat to all those whose birthday was falling on that. He was bit miffed and taken aback and kept a dull face. After we occupied our seat, our waiter noticed his face and enquired me. I told him the reason and he just laughed. At the end of the food course, the waiter came with a special cake and wished my son ""a belated happy birthday"" :-D. They presented the cake and sang ""Happy Birthday Song"". My son was ecstatic and was on cloud number nine.. ",True,8.0,,affection,5.0,I told him the reason and he just laughed.
975,43628,35649,63517.0,653.0,3m,"One day I went to my relatives home. There, our family loves a lot. We usually speak alot and will have the fun. One day we went to picnic. We took all the necessary things for cooking. We cooked a delicious chicken curry. It is very likable to my family and me. We enjoyed a lot there.",False,8.0,,affection,7.0,We enjoyed a lot there.
167,131638,47078,75002.0,12269.0,3m,"I rode my bike for thirty miles after getting it tuned up. It was just beginning to warm up, the sun was shining and I was drinking beers along the way with a new love interest. We went rock climbing and biked around the city in great weather.",True,3.0,,nature,2.0,We went rock climbing and biked around the city in great weather.
625,20620,16525,44295.0,858.0,24h,I got to play some call of duty black ops yesterday. I thought my xbox controller was broken but it totally worked and I got to play for a few hours! ,True,2.0,leisure,leisure,0.0,I got to play some call of duty black ops yesterday.
1148,46818,38079,65965.0,691.0,3m,I performed well in an acting showcase in front of industry professionals.,True,1.0,,achievement,0.0,I performed well in an acting showcase in front of industry professionals.
1231,41348,33923,61785.0,6522.0,3m,"Summer vacation. It was a long journey to Ooty from Delhi, but we thoroughly enjoyed it. We reached Mettupalayam by train. From there we took another train for Wellington. This journey, in the little mountain railway, was quite exhilarating and unforgettable.


During the journey we saw breath-taking scenes of Nigeria hills and forests. There were my maternal uncle, aunt, their little daughter Jasmine and 2 attendants to receive us at the station. We were overjoyed to see and meet one another.

The following day, and then on the week-end, we visited Ooty. On both these visits we enjoyed the beauty, freshness, food walking, horse-riding and excursions. Situated at the height of 2,286 meters on Nigeria hills, Ooty is a very popular and famous hill resort of South India. It is in the state of Tamil Nadu. Full of rich tourist- activities and possibilities round the year, Ooty was discovered in 1819 by the then collector of Combater, an Englishman, Mr. John Sullivan. He constructed his summer residence there. He was the first man to do so. He was soon followed by numerous other Englishmen. It then became the summer seat of Provincial Government of Madras.
The temperate coolness attracts a large crowd of people from nearby areas, provinces and distant parts of the country. Originally it belonged to the Toads, a hill tribe which still lives in the Nigeria Hills. This ""Queen of the Hill Stations"" is full of nice outdoor activities like hiking, boating, fishing, horse-riding, long walks, excursions and shopping. There is a big and wonderful botanical garden in the very heart of the town. It has more than 600 varieties of exotic plants and trees. We visited the botanical garden and then enjoyed boating in the lake.

We went to Deadbeats Peak in our uncle's car. From there we had an excellent panoramic view of the plains below. Is the highest point and boasts the height of 2,638 meters. There is also a telescope for the viewing pleasure of the tourists. We also visited and immensely enjoyed the nearby Sam's Park, a nice picnic spot full of many varieties of plants, trees, herbs and a fine pool full of lilies.

The shopping in the small but colorful market of the town is an unforgettable experience. Mother bought a few silk saris', spices and some other items as gifts for our friends and relations. I bought some special tea and items of woodcraft. Ooty, overlooking blue hills and lush green valleys, is a very pleasant place and tourist resort. There was a big crowd of Indian and foreign tourists.

We also visited nearby Connor, a small but colorful town amidst sprawling tea gardens. We thoroughly enjoyed our visit to this still station. We also exposed a number of films to capture beautiful and natural scenes, events and memorable moments. These photographs will help us to keep our joy and memories of the place ever new and fresh.",True,37.0,,affection,7.0,We were overjoyed to see and meet one another.
432,147164,59511,87490.0,11933.0,3m,An event that has made me happy recently is my birthday. I try not to make a big deal out of my birthday but my husband surprised me with cake and ice cream. He invited my family members up to my house for a little get together. This made me feel good and made me feel special. It's not to often that I think about myself so it made me joyful to know that people care about me.,True,5.0,,affection,4.0,It's not to often that I think about myself so it made me joyful to know that people care about me.
39,56813,45767,73689.0,849.0,3m,"My uncle in chennai. When I received a call from my uncle, I really happy to speak to them. Their children,s spoke me with their baby voice Its very nice to hear on that time.",True,3.0,,affection,2.0,"Their children,s spoke me with their baby voice Its very nice to hear on that time."
410,37322,31120,58968.0,329.0,3m,I got a starbucks gift card from a friend.,True,1.0,bonding,bonding,0.0,I got a starbucks gift card from a friend.
1115,58023,46668,74592.0,4718.0,3m,"To be honest, I can't quite remember the time when I've truly been happy but I am trying to see the positives in everything every day. It isn't always easy,especially when you are trying to get back up on your feet after a string of unfortunate events that flipped your whole world up side down,but baby steps. Every step counts. One of my favorite happy moments was spending time with my mother at one of the famous tourist spots in my city. It was one of our first real exclusive mother and daughter trips since an unhappy incident that shook our family life. I have always had a love for music so one night, my mother decided to take me out to visit the stretch of reggae,grunge and EDM pubs and open air cafes and clubs around where she was working. We got all girly with some mascara and lipstick,hair loose,and wearing skirts and sequins. We went to a reggae cafe where I fell absolutely in love with the whole place. The resident guitarist sang a few songs for us, 'November Rain,Songs of Freedom',About A Girl,Last Kiss,Wish You Were Here,and House of The Rising Sun. It was all so lovely: the people,the atmosphere,the smoke,the music,the sound of the busy street blending in with the melody from the guitar,the songs and the messages contained in it.It was euphoric.  It was one of the happiest moments in my life because I was sharing it with my mother and because I felt so free. ",True,11.0,,affection,2.0,Every step counts.
1188,19794,15837,43606.0,202.0,24h,Going out and feeling sun on my skin felt great.,True,1.0,nature,nature,0.0,Going out and feeling sun on my skin felt great.
945,175669,83003,111127.0,727.0,24h,I cooked dinner for my parents on the grill.,True,1.0,,affection,0.0,I cooked dinner for my parents on the grill.
1054,35886,30020,57861.0,459.0,24h,A free cup of iced macchiato at Starbucks (thanks to rewards points).,True,1.0,,achievement,0.0,A free cup of iced macchiato at Starbucks (thanks to rewards points).
166,192385,97336,125545.0,830.0,24h,I woke up to a loving text message from my friend Renee.,True,1.0,,bonding,0.0,I woke up to a loving text message from my friend Renee.
